Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N75	L50	L75	# N's per 100 kbp
216614.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.92	29890	29890	1	1	3285.38
216615.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.00	29896	29896	1	1	4177.82
216617.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.91	29890	29890	1	1	2927.40
216618.consensus	1	1	1	1	1	0	29894	29894	29894	29894	29894	0	1	29894	29894	37.94	29894	29894	1	1	993.51
216619.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.01	29884	29884	1	1	2713.83
216622.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.10	29896	29896	1	1	9048.03
216623.consensus	1	1	1	1	1	0	29894	29894	29894	29894	29894	0	1	29894	29894	37.84	29894	29894	1	1	6569.88
216625.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	37.99	29896	29896	1	1	3482.07
216626.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.04	29896	29896	1	1	2170.86
216627.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.96	29884	29884	1	1	1863.87
216628.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.90	29884	29884	1	1	1248.16
216629.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.97	29884	29884	1	1	301.16
216630.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.90	29890	29890	1	1	1716.29
216631.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.04	29896	29896	1	1	3448.62
216632.consensus	1	1	1	1	1	0	29886	29886	29886	29886	29886	0	1	29886	29886	37.88	29886	29886	1	1	7163.89
216638.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.95	29890	29890	1	1	404.82
216639.consensus	1	1	1	1	1	0	29898	29898	29898	29898	29898	0	1	29898	29898	37.91	29898	29898	1	1	4264.50
216640.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.91	29884	29884	1	1	3613.97
216642.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.98	29884	29884	1	1	445.05
216646.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.00	29884	29884	1	1	809.80
216647.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.96	29890	29890	1	1	863.16
216648.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.96	29890	29890	1	1	404.82
216653.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.98	29890	29890	1	1	608.90
216654.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.98	29890	29890	1	1	3348.95
216655.consensus	1	1	1	1	1	0	29889	29889	29889	29889	29889	0	1	29889	29889	38.02	29889	29889	1	1	1873.60
216656.consensus	1	1	1	1	1	0	29898	29898	29898	29898	29898	0	1	29898	29898	37.93	29898	29898	1	1	2689.14
216657.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.97	29890	29890	1	1	2683.17
216661.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.94	29890	29890	1	1	826.36
216663.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.95	29890	29890	1	1	1749.75
216666.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.95	29890	29890	1	1	649.05
216667.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.98	29884	29884	1	1	669.25
216668.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.98	29884	29884	1	1	240.93
216669.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	37.91	29896	29896	1	1	3475.38
216670.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.86	29890	29890	1	1	1906.99
216672.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.95	29890	29890	1	1	1538.98
216690.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.97	29890	29890	1	1	843.09
216691.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.97	29890	29890	1	1	404.82
216694.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.93	29890	29890	1	1	1465.37
216696.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.90	29890	29890	1	1	2589.49
216697.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.97	29890	29890	1	1	2114.42
216698.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.92	29890	29890	1	1	2325.19
216701.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.95	29890	29890	1	1	846.44
216705.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.90	29890	29890	1	1	2104.38
216706.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.98	29890	29890	1	1	826.36
216708.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.95	29890	29890	1	1	341.25
216710.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.93	29884	29884	1	1	6883.28
216712.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.96	29890	29890	1	1	404.82
216713.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.95	29890	29890	1	1	1528.94
216714.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.00	29884	29884	1	1	4761.75
216715.consensus	1	1	1	1	1	0	29886	29886	29886	29886	29886	0	1	29886	29886	38.07	29886	29886	1	1	6377.57
216716.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.96	29890	29890	1	1	428.24
216717.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.97	29890	29890	1	1	481.77
216718.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	37.96	29896	29896	1	1	10429.49
216720.consensus	1	1	1	1	1	0	29887	29887	29887	29887	29887	0	1	29887	29887	37.97	29887	29887	1	1	1194.50
216721.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.95	29890	29890	1	1	2101.04
216722.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	37.99	29896	29896	1	1	8984.48
216723.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.92	29884	29884	1	1	4420.43
216724.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.93	29884	29884	1	1	3269.31
216725.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	37.98	29896	29896	1	1	8195.08
216726.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.99	29890	29890	1	1	812.98
216727.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.97	29890	29890	1	1	244.23
216730.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.95	29890	29890	1	1	879.89
216731.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.03	29896	29896	1	1	4575.86
216732.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	38.04	29890	29890	1	1	4008.03
216735.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.17	29896	29896	1	1	9058.07
216736.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	37.94	29896	29896	1	1	3294.76
216737.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	37.98	29896	29896	1	1	4786.59
216739.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.95	29890	29890	1	1	2211.44
216741.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.99	29890	29890	1	1	1856.81
216743.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.97	29890	29890	1	1	2535.97
216747.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.01	29896	29896	1	1	4355.10
216748.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	38.08	29890	29890	1	1	5446.64
216749.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	38.05	29890	29890	1	1	3432.59
216750.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.06	29896	29896	1	1	5673.00
216751.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.00	29896	29896	1	1	4629.38
216753.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.00	29884	29884	1	1	3122.07
216754.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.96	29890	29890	1	1	1987.29
216755.consensus	1	1	1	1	1	0	29883	29883	29883	29883	29883	0	1	29883	29883	37.97	29883	29883	1	1	3038.52
216756.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	37.98	29896	29896	1	1	3565.69
216757.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.12	29896	29896	1	1	7546.16
216761.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.96	29890	29890	1	1	4155.24
216762.consensus	1	1	1	1	1	0	29887	29887	29887	29887	29887	0	1	29887	29887	37.98	29887	29887	1	1	2904.27
216764.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.92	29884	29884	1	1	1529.25
216765.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.05	29896	29896	1	1	5101.02
216766.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.98	29884	29884	1	1	5441.04
216768.consensus	1	1	1	1	1	0	29878	29878	29878	29878	29878	0	1	29878	29878	37.92	29878	29878	1	1	3129.39
216770.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.98	29884	29884	1	1	9915.00
216771.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.01	29884	29884	1	1	4035.60
216773.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	37.99	29896	29896	1	1	9027.96
216780.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.93	29884	29884	1	1	4186.19
216783.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.99	29884	29884	1	1	3767.90
216784.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.95	29884	29884	1	1	6752.78
216785.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.91	29884	29884	1	1	6823.05
216787.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.99	29890	29890	1	1	1160.92
216789.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.95	29884	29884	1	1	3041.76
216792.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.99	29884	29884	1	1	2603.40
216794.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.97	29884	29884	1	1	1208.00
216795.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.97	29884	29884	1	1	7371.84
216798.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.95	29884	29884	1	1	5748.90
216799.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.99	29884	29884	1	1	2653.59
216800.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.02	29884	29884	1	1	5842.59
216801.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.97	29890	29890	1	1	2204.75
216802.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.96	29890	29890	1	1	2612.91
216803.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.92	29890	29890	1	1	1398.46
216804.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.97	29890	29890	1	1	471.73
216805.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.92	29890	29890	1	1	2372.03
216808.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	37.99	29896	29896	1	1	7338.77
216809.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.00	29896	29896	1	1	2652.53
216810.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.01	29896	29896	1	1	3278.03
216811.consensus	1	1	1	1	1	0	29894	29894	29894	29894	29894	0	1	29894	29894	37.94	29894	29894	1	1	976.78
216812.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.99	29890	29890	1	1	6707.93
216813.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.98	29890	29890	1	1	2435.60
216814.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.96	29890	29890	1	1	839.75
216815.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.94	29884	29884	1	1	4678.09
216816.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.95	29890	29890	1	1	789.56
216817.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.02	29896	29896	1	1	3438.59
216818.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.95	29890	29890	1	1	2656.41
216819.consensus	1	1	1	1	1	0	29894	29894	29894	29894	29894	0	1	29894	29894	37.93	29894	29894	1	1	2020.47
216820.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.97	29890	29890	1	1	2348.61
216823.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.94	29890	29890	1	1	582.13
216824.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.05	29896	29896	1	1	7211.67
216825.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.96	29884	29884	1	1	1927.45
216827.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.97	29890	29890	1	1	404.82
216828.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.96	29890	29890	1	1	1124.12
216829.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.01	29896	29896	1	1	3281.38
216830.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.97	29884	29884	1	1	404.90
216831.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	37.99	29896	29896	1	1	3127.51
216832.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.99	29890	29890	1	1	682.50
216833.consensus	1	1	1	1	1	0	29879	29879	29879	29879	29879	0	1	29879	29879	37.95	29879	29879	1	1	404.97
216834.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.96	29890	29890	1	1	709.27
216835.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.97	29890	29890	1	1	1589.16
216836.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.04	29884	29884	1	1	7395.26
216837.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.97	29890	29890	1	1	1010.37
216838.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.96	29890	29890	1	1	428.24
216839.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	37.99	29896	29896	1	1	5596.07
216840.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.01	29896	29896	1	1	3281.38
216841.consensus	1	1	1	1	1	0	29881	29881	29881	29881	29881	0	1	29881	29881	37.99	29881	29881	1	1	3677.92
216842.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.99	29890	29890	1	1	4175.31
216843.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.97	29890	29890	1	1	595.52
216844.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.96	29890	29890	1	1	3931.08
216846.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.96	29890	29890	1	1	421.55
216849.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.98	29884	29884	1	1	5551.47
216854.consensus	1	1	1	1	1	0	29887	29887	29887	29887	29887	0	1	29887	29887	37.98	29887	29887	1	1	404.86
216856.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.94	29890	29890	1	1	1438.61
216858.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	37.99	29896	29896	1	1	903.13
216860.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.99	29884	29884	1	1	508.63
216865.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.06	29896	29896	1	1	3502.14
216866.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.01	29896	29896	1	1	7318.70
216873.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	37.99	29896	29896	1	1	2896.71
216874.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.93	29890	29890	1	1	4770.83
216876.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.95	29884	29884	1	1	1144.43
216877.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	38.00	29890	29890	1	1	5460.02
216878.consensus	1	1	1	1	1	0	29902	29902	29902	29902	29902	0	1	29902	29902	38.02	29902	29902	1	1	10939.07
216879.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.95	29890	29890	1	1	1532.29
216880.consensus	1	1	1	1	1	0	29881	29881	29881	29881	29881	0	1	29881	29881	38.02	29881	29881	1	1	4872.66
216883.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	38.02	29890	29890	1	1	10595.52
216886.consensus	1	1	1	1	1	0	29894	29894	29894	29894	29894	0	1	29894	29894	37.97	29894	29894	1	1	10694.45
216887.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.02	29884	29884	1	1	9192.21
216888.consensus	1	1	1	1	1	0	29898	29898	29898	29898	29898	0	1	29898	29898	38.02	29898	29898	1	1	9509.00
216894.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.05	29884	29884	1	1	12883.15
216903.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.94	29890	29890	1	1	2930.75
216909.consensus	1	1	1	1	1	0	29898	29898	29898	29898	29898	0	1	29898	29898	37.93	29898	29898	1	1	3699.24
216924.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.96	29890	29890	1	1	2241.55
216925.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.96	29890	29890	1	1	1806.62
216926.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.95	29890	29890	1	1	404.82
216927.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.03	29896	29896	1	1	5024.08
216928.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	38.02	29890	29890	1	1	4673.80
216930.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.99	29890	29890	1	1	1047.17
216931.consensus	1	1	1	1	1	0	29887	29887	29887	29887	29887	0	1	29887	29887	38.07	29887	29887	1	1	10118.11
216933.consensus	1	1	1	1	1	0	29881	29881	29881	29881	29881	0	1	29881	29881	37.96	29881	29881	1	1	769.72
216934.consensus	1	1	1	1	1	0	29881	29881	29881	29881	29881	0	1	29881	29881	37.94	29881	29881	1	1	866.77
216935.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.99	29890	29890	1	1	3335.56
216936.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.95	29890	29890	1	1	324.52
216937.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.97	29890	29890	1	1	404.82
216938.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	37.97	29896	29896	1	1	5124.43
216939.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	38.09	29890	29890	1	1	6032.12
216940.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.91	29890	29890	1	1	3014.39
216941.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.97	29884	29884	1	1	1425.51
216942.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.96	29890	29890	1	1	679.16
216943.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	37.93	29896	29896	1	1	4130.99
216944.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.99	29890	29890	1	1	1893.61
216946.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.04	29896	29896	1	1	10824.19
216947.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.96	29890	29890	1	1	4275.68
216948.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.89	29890	29890	1	1	4550.02
216949.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.94	29890	29890	1	1	1749.75
216950.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.95	29890	29890	1	1	1167.61
216951.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.95	29890	29890	1	1	404.82
216952.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.96	29884	29884	1	1	2225.27
216953.consensus	1	1	1	1	1	0	29883	29883	29883	29883	29883	0	1	29883	29883	37.98	29883	29883	1	1	652.54
216958.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	37.93	29896	29896	1	1	6114.53
216959.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.02	29896	29896	1	1	6438.99
216960.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.97	29890	29890	1	1	2392.10
216961.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.97	29890	29890	1	1	404.82
216963.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.96	29890	29890	1	1	3104.72
216965.consensus	1	1	1	1	1	0	29881	29881	29881	29881	29881	0	1	29881	29881	37.99	29881	29881	1	1	7469.63
216967.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.05	29884	29884	1	1	9817.96
216968.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.09	29896	29896	1	1	7395.64
216970.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.09	29896	29896	1	1	10780.71
216972.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.04	29896	29896	1	1	9128.31
216973.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.91	29890	29890	1	1	7621.28
216974.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.96	29890	29890	1	1	2653.06
216975.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	38.01	29890	29890	1	1	3800.60
216976.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.07	29884	29884	1	1	4557.62
216977.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.97	29890	29890	1	1	404.82
216978.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.96	29890	29890	1	1	1047.17
216979.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.96	29890	29890	1	1	558.72
216980.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.96	29890	29890	1	1	2459.02
216981.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.04	29884	29884	1	1	5300.50
216982.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.96	29884	29884	1	1	3158.88
216984.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.97	29890	29890	1	1	1642.69
216985.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.97	29884	29884	1	1	1208.00
216986.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	37.96	29896	29896	1	1	5144.50
216987.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.00	29896	29896	1	1	4422.00
216989.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.01	29896	29896	1	1	2535.46
216991.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	38.01	29890	29890	1	1	2980.93
216992.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.02	29884	29884	1	1	4775.13
216993.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	38.08	29890	29890	1	1	10756.11
216994.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.13	29896	29896	1	1	10034.79
216997.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.99	29884	29884	1	1	5685.32
